,date,top_5_titles
1233,2023-03-27,"Top 10 pharma R&D budgets in 2022 - Fierce Biotech | Communicating effectively with potential contact lens wearers - AOP | J&J adds medtech head Ashley McEvoy to list of highest-paid execs with $7.4M payout in 2022 - Fierce Biotech | (27 Mar, 2023) - Drishti IAS | Ashley McEvoy joins J&J’s top-paid executives - Medical Design & Outsourcing"
1234,2023-03-28,Ashley McEvoy joins J&J’s top-paid executives - Medical Design & Outsourcing | Johnson & Johnson halts development of RSV vaccine in midst of late-stage clinical trials - CNN | MPC Energy Solutions installing LNG-fired CHP plant to energize Optics Manufacturing in Puerto Rico - Energy Tech | J&J adds medtech head Ashley McEvoy to list of highest-paid execs with $7.4M payout in 2022 - Fierce Biotech | Communicating effectively with potential contact lens wearers - AOP
1235,2023-03-29,"J&J scraps late-stage RSV vaccine in R&D overhaul, dropping out of race with GSK, Pfizer - Fierce Biotech | Stayfree will engage with a wider segment of women with Kiara Advani’s association: Manoj Gadgil - afaqs! | J&J abandons RSV vaccine in major strategy shift - BioPharma Dive | Former J&J R&D chief Mathai Mammen lands at burgeoning biotech FogPharma, with first trial nearing - Fierce Biotech | Johnson & Johnson stock rises Thursday, still underperforms market - MarketWatch"
1236,2023-03-30,"Former J&J R&D chief Mathai Mammen lands at burgeoning biotech FogPharma, with first trial nearing - Fierce Biotech | Pfizer, BMS' Eliquis tops list of drugs destined for Medicare price negotiations in 2026: Moody's - FiercePharma | Johnson & Johnson stock rises Thursday, still underperforms market - MarketWatch | Mathai Mammen Finds New Home at FogPharma - BioSpace | Mother-daughter promotoras on a mission to empower their community and improve health outcomes one person at a time - Johnson & Johnson"
1237,2023-03-31,Johnson & Johnson Consumer Health Supports TNC - The Nature Conservancy | Hyderabad hospital introduces robotic technology for knee replacement surgeries - The Hindu | Secondary patent for Johnson & Johnson TB drug rejected: How this will help in India’s fight against tuberculosis - The Indian Express | Johnson & Johnson unit loses bid to stay in bankruptcy during Supreme Court appeal - Reuters | Mother-daughter promotoras on a mission to empower their community and improve health outcomes one person at a time - Johnson & Johnson
1238,2023-04-01,Johnson & Johnson Consumer Health Supports TNC - The Nature Conservancy | Dividend Aristocrats Raises in 2023 - Dividend Growth Investor | Johnson & Johnson unit loses bid to stay in bankruptcy during Supreme Court appeal - The Fiji Times | Vaccination schedule for April 3 to 6 - Barbados Today
1239,2023-04-02,"CSL's new CEO Paul McKenzie charts course for growth amid expansions in gene therapy, kidney diseases - FiercePharma | Dividend Aristocrats Raises in 2023 - Dividend Growth Investor | Johnson & Johnson unit loses bid to stay in bankruptcy during Supreme Court appeal - The Fiji Times"
1240,2023-04-03,Johnson & Johnson is again trying to use bankruptcy to settle talc cases for $8.9 billion - CNN | Johnson & Johnson subsidiary LTL Management files for bankruptcy for a second time after company agrees to pay $13.1 billion to settle lawsuits - ABC News | Johnson & Johnson offers $9bn to settle talc claims - BBC.com | Johnson & Johnson to pay $8.9 billion to settle talc cancer claims - CNBC | Johnson & Johnson offers $8.9B to settle talc baby powder claims - The Washington Post
1241,2023-04-04,"Johnson & Johnson offers $8.9 billion settlement to roughly 60,000 people who claim its talc products gave them cancer - Fortune | Johnson & Johnson to pay $8.9 billion to settle claims baby powder, other talc products caused cancer - ABC News | J&J unit files for second bankruptcy to pursue $8.9 billion talc settlement - Reuters | Johnson & Johnson is again trying to use bankruptcy to settle talc cases for $8.9 billion - CNN | Johnson & Johnson proposes to pay nearly $9 billion to settle talc powder lawsuits - USA TODAY"
1242,2023-04-05,Johnson & Johnson Seeks $9 Billion Settlement of Talc Lawsuits - The Wall Street Journal | J&J unit files for second bankruptcy to pursue $8.9 billion talc settlement - Reuters | Johnson & Johnson proposes to pay nearly $9 billion to settle talc powder lawsuits - USA TODAY | Johnson & Johnson offers nearly $9 billion to settle talc lawsuits - CBS News | Johnson & Johnson proposes paying $8.9 billion to settle talcum powder lawsuits - NPR
1243,2023-04-06,"Front Page News: Johnson & Johnson Offers Nearly $9 Billion Settlement For Talcum Powder Lawsuit - The Rickey Smiley Morning Show | AbbVie, J&J pull 2 Imbruvica accelerated approvals in lymphoma, giving way to AZ and BeiGene - FiercePharma | J&J to pay US$8.9B in baby powder suits - Trinidad Guardian | Tanzania probes ‘tainted’ talc as firm offers $9 billion settlement - The Citizen | J&J to pay R162bn to settle baby powder-cancer lawsuits - News24"
1244,2023-04-07,"AbbVie, J&J pull 2 Imbruvica accelerated approvals in lymphoma, giving way to AZ and BeiGene - FiercePharma | ""People are dying every day"": Alleged victims of J&J's talc case speak out - Axios | J&J to pay R162bn to settle baby powder-cancer lawsuits - News24"
1245,2023-04-08,Mark Cuban Has Good News for People with Diabetes - TheStreet
1246,2023-04-09,"Mark Cuban Has Good News for People with Diabetes - TheStreet | Everything You Need to Know About Johnson & Johnson's Baby-Powder Lawsuits - POPSUGAR | J&J Talc Suits' Outside Funders Unveiled Via Little-Used NJ Rule - Bloomberg Law | Johnson & Johnson’s talc settlement: Why the company is offering $8.9 billion to thousands - The Indian Express | Johnson & Johnson's $8.9B bankruptcy settlement is 'unworkable,' talc plaintiff lawyer says - FiercePharma"
1247,2023-04-10,"Johnson & Johnson's $8.9B bankruptcy settlement is 'unworkable,' talc plaintiff lawyer says - FiercePharma | More than 200 pharmaceutical executives sign open letter calling for reversal of Texas abortion pill ruling - CNBC | Johnson & Johnson launches US creative reviews for Neutrogena and Aveeno - Ad Age | J&J Talc Suits' Outside Funders Unveiled Via Little-Used NJ Rule - Bloomberg Law | DelveInsight Evaluates a Robust Epilepsy Pipeline as 70+ Influential Pharma Players to Set Foot in the Domain - PR Newswire"
1248,2023-04-11,"Inside the decade-long effort to add digital tags to thousands of Johnson & Johnson MedTech products - Johnson & Johnson | DelveInsight Evaluates a Robust Epilepsy Pipeline as 70+ Influential Pharma Players to Set Foot in the Domain - PR Newswire | J&J talc unit 2nd bankruptcy must be dismissed, cancer victims' lawyers say - Marianas Variety News & Views | Serbia provides military aid to Ukraine – Pentagon documents - Militarnyi"
1249,2023-04-12,Inside the decade-long effort to add digital tags to thousands of Johnson & Johnson MedTech products - Johnson & Johnson | What’s on the horizon in surgical robotics? - Mass Device | Purell hand sanitizer looks for a buyer amid falling demand - New York Post
1250,2023-04-13,"J&J, Legend tap Novartis to help make CAR-T drug Carvykti as they work through supply constraints - FiercePharma | Johnson & Johnson Expected to Post a Q1 Earnings Decline - Investopedia | What’s on the horizon in surgical robotics? - Mass Device | Purell hand sanitizer looks for a buyer amid falling demand - New York Post | FDA rejects Eli Lilly's ulcerative colitis prospect mirikizumab, citing manufacturing shortfalls - FiercePharma"
1251,2023-04-14,"J&J, Legend tap Novartis to help make CAR-T drug Carvykti as they work through supply constraints - FiercePharma | Johnson & Johnson Expected to Post a Q1 Earnings Decline - Investopedia | FDA rejects Eli Lilly's ulcerative colitis prospect mirikizumab, citing manufacturing shortfalls - FiercePharma"
1252,2023-04-15,Pelvic Mesh Class Action: How to Join - DStv
1253,2023-04-16,"J&J opens the valve on $50M MS partnership with Pipeline - Fierce Biotech | DelveInsight Highlights Major Advances, Transformative - GlobeNewswire | Pelvic Mesh Class Action: How to Join - DStv"
1254,2023-04-17,"Johnson & Johnson (JNJ) Dividend Stock Analysis 2023 - Dividend Growth Investor | JNJ Earnings: All you need to know about Johnson & Johnson’s Q1 2023 earnings results - AlphaStreet | Johnson & Johnson reports loss after taking $6.9bn charge over talc claims - Financial Times | Johnson & Johnson shares fall after company beats on earnings and revenue, but lowers pharmaceutical sales guidance - CNBC | Johnson & Johnson swings to loss as it books multibillion-dollar charge to settle talc claims - MarketWatch"
1255,2023-04-18,"J&J, Legend's Carvykti cut risk of progression or death by whopping 74% in earlier myeloma, leaked abstract shows - FiercePharma | Johnson & Johnson swings to loss as it books multibillion-dollar charge to settle talc claims - MarketWatch | JNJ Earnings: All you need to know about Johnson & Johnson’s Q1 2023 earnings results - AlphaStreet | J&J issues cautious 2023 forecast, shares fall - Reuters.com | Johnson & Johnson reports loss after taking $6.9bn charge over talc claims - Financial Times"
1256,2023-04-19,"US stock market news: Dow Jones, Nasdaq end in red; S&P 500 ekes out gain as tech supports - Zee Business | US judge halts most talc lawsuits against J&J, stops trials - Reuters | J&J ups CAR-T capacity amid high Carvykti demand - BioProcess Insider | U.S. bankruptcy judge halts 40,000 Johnson & Johnson talc and cancer lawsuits - CNBC | Money for Baby Powder cancer lawsuits wipes out Johnson & Johnson profits - The Times"
1257,2023-04-20,"Tylenol's Prenatal Health Risks Lawsuits Against J&J Move Forward - Law.com | 11 Best Diversified Stocks to Buy Now - Insider Monkey | AbbVie, J&J get win in UK for Imbruvica combo as BeiGene, AZ surge with single agents - FiercePharma | Lawsuit accuses J&J subsidiary of selling faulty knee replacements - MedTech Dive | Tanzania bans Johnson & Johnson powder - The Citizen"
1258,2023-04-21,"Tylenol's Prenatal Health Risks Lawsuits Against J&J Move Forward - Law.com | Pharma M&A trends: Analyzing the surge in biopharma deals - Drug Discovery & Development | Lawsuit accuses J&J subsidiary of selling faulty knee replacements - MedTech Dive | AbbVie, J&J get win in UK for Imbruvica combo as BeiGene, AZ surge with single agents - FiercePharma | Talc-Cancer Lawsuits on Hold; Diet & Prostate Cancer; Active Surveillance Deep Dive - Medpage Today"
1259,2023-04-22,Pharma M&A trends: Analyzing the surge in biopharma deals - Drug Discovery & Development | The Top Companies to Work for in Corporate Wellness: A Comprehensive List - Corporate Wellness Magazine
1260,2023-04-23,"Johnson & Johnson Proposes New Settlement Amount for Talc Baby Powder Lawsuits - The Legal Examiner | Johnson & Johnson consumer health unit valued at $40 billion ahead of IPO, report says - CNBC | Johnson & Johnson's PARP combo nabs first global nod but faces tough fight against AZ, Merck's Lynparza - FiercePharma | Breakingviews - J&J carves itself up at a discount - Reuters.com | NICE recommends AbbVie’s/J&J’s Imbruvica for combo use in untreated CLL - Pharmaceutical Technology"
1261,2023-04-24,"Breakingviews - J&J carves itself up at a discount - Reuters.com | Johnson & Johnson consumer health unit valued at $40 billion ahead of IPO, report says - CNBC | Johnson & Johnson eyes $40B valuation for consumer health group Kenvue: WSJ - FiercePharma | J&J's Spinoff Kenvue Valued at $40 Billion. What's Ahead for Consumer Health. - Barron's | Listerine, Neutrogena, and Tylenol Form New Publicly Traded Company - Dr Wealth"
1262,2023-04-25,"J&J's Spinoff Kenvue Valued at $40 Billion. What's Ahead for Consumer Health. - Barron's | J&J must stop blocking generic versions of lifesaving TB drug - Doctors Without Borders (MSF-USA) | J&J’s consumer health spinoff seeking $3B stock offering in test of IPO market - BioPharma Dive | Listerine, Neutrogena, and Tylenol Form New Publicly Traded Company - Dr Wealth"
1263,2023-04-26,"J&J to retain all talc-related liabilities from litigation in US, Canada - Reuters | Talc Supplier to J&J, Avon, Estée Lauder Files For Bankruptcy After Lawsuits - The Business of Fashion | J&J must stop blocking generic versions of lifesaving TB drug - Doctors Without Borders (MSF-USA) | Kenvue IPO: Everything you need to know about the JNJ spin off - FOREX.com US | ""My family and I volunteer on a floating hospital that delivers medical care"" - Johnson & Johnson"
1264,2023-04-27,"J&J’s Kenvue Spinoff: A Rare IPO Winner in a Moribund Market - Barron's | Kenvue IPO: Everything you need to know about the JNJ spin off - FOREX.com US | J&J to retain all talc-related liabilities from litigation in US, Canada - Reuters | Johnson & Johnson to list its consumer health care products on the stock exchange - Fashion Network | Talcum powder cancer claims target J&J’s new consumer carve-out - Financial Times"
1265,2023-04-28,J&J’s Kenvue Spinoff: A Rare IPO Winner in a Moribund Market - Barron's
1266,2023-04-29,"Kenvue, multibillion-dollar spinoff of J&J’s consumer health brands, putting its HQ in Summit - ROI-NJ.com"
1267,2023-04-30,"J&J Spinoff Kenvue Locating HQ in Summit - njbmagazine.com | The Whole Story with Anderson Cooper Investigates Claims Brought Against Johnson & Johnson in “Shaken: Baby Powder on Trial” with CNN’s Pamela Brown - CNN Press Room | Murphy, N.J. officials thrilled to have J&J’s billion-dollar spinoff put its HQ in Summit - ROI-NJ.com | Attorney General Ken Paxton to investigate COVID-19 vaccine makers - The Texas Tribune | Kenvue, multibillion-dollar spinoff of J&J’s consumer health brands, putting its HQ in Summit - ROI-NJ.com"
